Tweet	Tweet Datetime	Twitter Username	Twitter User Location	len	Tweets_Clean	Sentiment
COVID has disrupted Africa's cotton production. Here's how soap could provide a solution… 	2021-06-21 04:38:06	Emerging Tech Channel	Online	90	disrupted africa's cotton production here's soap could provide solution	Neutral
1000s continue to be denied urgent health care in NW reg 6mnths after forced suspension of @MSF activities by… 	2021-06-23 15:56:48	Judith Nwana	Virginia, USA	111	1000s continue denied urgent health care nw reg 6mnths forced suspension @msf activities	Negative
"#COVID19 Update at 3pm GMT / 6pm EAT Part 2 of 6
Update on the number of Active #covid19 cases in #Africa."				106	update 3pm gmt 6pm eat part update number active cases	Neutral
"Update on the total number of #covid19 Deaths reported in #Africa. 
As at yesterday, #Egypt: 16,125 total deaths,… "	2021-06-29 12:05:33	Beautify Data	Miramar, Florida	115	update total number deaths reported yesterday #egypt 16,125 total deaths	Neutral
"Update on the total number of #covid19 cases reported in #Africa by date. 
As at yesterday, #Morocco: 529,895 tota… "	2021-06-29 12:04:14	Beautify Data	Miramar, Florida	116	update total number cases reported date yesterday #morocco 529,895 tota	Neutral
"Maybe at some point we’ll become serious about taking responsibility for our own quality of life, 
till then we ca… "	2021-06-29 05:23:43	📜		116	maybe point become serious taking responsibility quality life till ca	Neutral
"#Nigeria is adding #SouthAfrica to its ""red list"" of countries for which there are stringent restrictions for arriv… "	2021-06-28 21:00:01	The Peninsula Qatar	Qatar	117	#nigeria adding #southafrica red list countries stringent restrictions arriv	Negative
"#COVID19 Update at 3pm GMT / 6pm EAT Part 2 of 6
President Museveni on #COVID19 situation in #Africa."				101	update 3pm gmt 6pm eat part president museveni situation	Neutral
"""Can social investment programmes reverse Nigeria's poverty trend?"" #africa #nigeria #investment #poverty #covid19… "	2021-06-27 22:01:20	Acorus Capital	Hong Kong and South Africa	116	social investment programmes reverse nigeria's poverty trend #nigeria #poverty	Negative
"Here are a few reasons to pick up a copy of The Guardian on Friday.
#COVID19 Update at 3pm GMT / 6pm EAT Part 2 of 6"				116	reasons pick copy guardian friday update 3pm gmt 6pm eat part	Neutral
Check out our 6 new papers on the impacts of #covid19 in sub-Saharan #Africa. We surveyed over 4,400 adults, adoles… 	2021-06-24 14:41:12	Michelle Korte	Boston	117	check papers impacts sub-saharan surveyed 4,400 adults adoles	Neutral
Update on the number of Active #covid19 cases in #Africa. As at yesterday, #SouthAfrica: 118,940 active cases, a… 	2021-06-23 18:48:16	Beautify Data	Miramar, Florida	114	update number active cases yesterday #southafrica 118,940 active cases	Neutral
"Update on the total number of #covid19 Deaths reported in #Africa. 
As at yesterday, #SouthAfrica: 59,092 total de… "	2021-06-23 18:46:11	Beautify Data	Miramar, Florida	116	update total number deaths reported yesterday #southafrica 59,092 total	Neutral
"Update on the total number of #covid19 cases reported in #Africa by date. 

As at yesterday, #SouthAfrica: 1,843,57… "	2021-06-23 18:44:47	Beautify Data	Miramar, Florida	117	update total number cases reported date yesterday #southafrica 1,843 57	Neutral
"#COVID19 Update at 3pm GMT / 6pm EAT Part 2 of 6


Do you like the smell of marijuana?"				86	update 3pm gmt 6pm eat part like smell marijuana	Neutral
#WTO Director considering #SouthAfrica, #Senegal, #Rwanda and #Nigeria as #vaccine production hubs - #africa… 	2021-06-23 00:30:56	Lizzy Khumalo	London, UK	110	#wto director considering #southafrica #senegal #rwanda #nigeria production hubs	Neutral
#WTO Director considering #SouthAfrica, #Senegal, #Rwanda and #Nigeria as #vaccine production hubs - #africa… 	2021-06-23 00:30:52	Mary Asanga	Uyo	110	#wto director considering #southafrica #senegal #rwanda #nigeria production hubs	Neutral
#WTO Director considering #SouthAfrica, #Senegal, #Rwanda and #Nigeria as #vaccine production hubs - #africa… 	2021-06-23 00:30:50	UhusianoCapital		110	#wto director considering #southafrica #senegal #rwanda #nigeria production hubs	Neutral
#WTO Director considering #SouthAfrica, #Senegal, #Rwanda and #Nigeria as #vaccine production hubs - #africa… 	2021-06-23 00:30:48	Tatiana Tati	London, England	110	#wto director considering #southafrica #senegal #rwanda #nigeria production hubs	Neutral
#WTO Director considering #SouthAfrica, #Senegal, #Rwanda and #Nigeria as #vaccine production hubs - #africa… 	2021-06-23 00:30:46	Fabio Scala	London, UK	110	#wto director considering #southafrica #senegal #rwanda #nigeria production hubs	Neutral
#WTO Director considering #SouthAfrica, #Senegal, #Rwanda and #Nigeria as #vaccine production hubs - #africa… 	2021-06-23 00:30:44	Rafael Carvalho	Portugal	110	#wto director considering #southafrica #senegal #rwanda #nigeria production hubs	Neutral
#WTO Director considering #SouthAfrica, #Senegal, #Rwanda and #Nigeria as #vaccine production hubs - #africa… 	2021-06-23 00:30:41	Emmanuel	London, England	110	#wto director considering #southafrica #senegal #rwanda #nigeria production hubs	Neutral
#WTO Director considering #SouthAfrica, #Senegal, #Rwanda and #Nigeria as #vaccine production hubs - #africa… 	2021-06-23 00:30:18	Further Markets	London, England	110	#wto director considering #southafrica #senegal #rwanda #nigeria production hubs	Neutral
#WTO Director considering #SouthAfrica, #Senegal, #Rwanda and #Nigeria as #vaccine production hubs - #africa… 	2021-06-23 00:30:10	Further Africa	London, England	110	#wto director considering #southafrica #senegal #rwanda #nigeria production hubs	Neutral
"#COVID19 Update at 3pm GMT / 6pm EAT Part 2 of 6


Maskandi feel on a worship mood🔥.#music #wednesdaythought #artistsontwitter #coronavirus #SouthAfrica… "				154	update 3pm gmt 6pm eat part maskandi feel worship mood 🔥 #music #wednesdaythought #artistsontwitter #southafrica	Neutral
#africa #Africans #COVID… 	2021-06-30 13:36:15	Action Africa	Washington, DC	26	#africans	Neutral
Coronavirus – Eritrea: Announcement from the Ministry of Health (29 June 2021) @hawelti #Eritrea #Health #Pandemic… 	2021-06-30 12:37:39	APO Group English	#AFRICA #MENA	116	– eritrea announcement ministry health 29 @hawelti #eritrea	Neutral
"Covid vaccine gap: How South Africa hopes to bridge the divide
Kenya’s Economy is Staging a Partial Recovery but Uncertainty Remains High and Prospects Hinge on the COVID-19 Vacc… "				180	vaccine gap south africa hopes bridge divide kenya economy staging partial recovery uncertainty remains high prospects hinge vacc	Positive
COVID-19: South Africa battles third wave 				42	south africa battles third wave	Neutral
We have taken a balanced approach in dealing with the coronavirus crisis, and that has been seconded by internation… 	2021-06-30 10:39:46	Egypt Today Magazine	Egypt	117	taken balanced approach dealing crisis seconded internation	Neutral
"Delta Variant of Covid-19 Surges Across Unvaccinated Africa
The continent with the fewest vaccines and weakest heal… "	2021-06-30 09:40:02	Dorothea Bozicolona-Volpe	Citizen of the World	117	delta variant surges across unvaccinated africa continent fewest vaccines weakest heal	Positive
Coronavirus - South Africa: COVID-19 Statistics in South Africa (29 June 2021) @HealthZA #SouthAfrica #Health… 	2021-06-30 08:40:59	APO Group English	#AFRICA #MENA	111	south africa statistics south africa 29 @healthza #southafrica	Neutral
"Interactive map updated weekly to follow the spread of the #pandemic across #Africa 
"	2021-06-30 07:45:06	The Africa Report	Paris, France	85	interactive map updated weekly follow spread across	Neutral
Coronavirus - Rwanda: COVID-19 update (29 June 2021) @RwandaHealth #Rwanda #Health #Pandemic #COVID19 #Testing… 	2021-06-30 07:42:18	APO Group English	#AFRICA #MENA	112	rwanda update 29 @rwandahealth #rwanda #testing	Neutral
Plans for #Africa’s first independent #COVID19 vaccine production hubs could revolutionize the global vaccine indus… 	2021-06-29 22:58:36	Al Arabiya English	Dubai	117	plans first independent vaccine production hubs could revolutionize global vaccine indus	Positive
Moderna's COVID-19 vaccine showed promise against the Delta variant first identified in India in a lab study… 	2021-06-29 21:30:00	The Peninsula Qatar	Qatar	110	moderna's vaccine showed promise delta variant first identified india lab study	Positive
Egypt: Haphazard and flawed Covid-19 vaccine rollout fails to prioritize most at-risk @Amnesty #Africa #MiddleEast… 	2021-06-29 19:06:59	APO Group English	#AFRICA #MENA	116	egypt haphazard flawed vaccine rollout fails prioritize at-risk @amnesty #middleeast	Negative
"""The more-transmissible Delta variant of the coronavirus is surging across Africa, the continent with the least vac… "	2021-06-29 18:55:27	Nano Viricides	Shelton, CT	117	more-transmissible delta variant surging across africa continent least vac	Neutral
"🇿🇦⚕️😷
COVID-19: South Africa battles third wave "	"Russia"""			48	🇿 🇦 ⚕ ️ 😷 south africa battles third wave	Neutral
Coronavirus - Zambia: COVID-19 Statistics Daily Status Update (28 June 2021) @ZMPublicHealth @mohzambia #Africa… 	2021-06-29 16:31:19	APO Group English	#AFRICA #MENA	113	zambia statistics daily status update 28 @zmpublichealth @mohzambia	Neutral
Coronavirus - Malawi: COVID-19 Daily Info Update (28 June 2021) @health_malawi #Africa #Malawi #Health… 	2021-06-29 16:21:55	APO Group English	#AFRICA #MENA	104	malawi daily info update 28 @health_malawi #malawi	Neutral
We published about #LESSONS FROM THE #EBOLA #EXPERIENCE IN #AFRICA AND #CORONAVIRUS IN #AMERICA… 	2021-06-29 16:04:38	Joel Savage: Journalist / Author	Antwerp, #Brussels-Belgium.	97	published #lessons #ebola #experience #america	Neutral
The foreign ministers of the #G20 countries will discuss the fight against the #coronavirus pandemic,… 	2021-06-29 14:18:59	All about Germany | deutschland.de	Frankfurt a.M.	103	foreign ministers #g20 countries discuss fight pandemic	Neutral
Coronavirus – Kenya: COVID-19 Update (28 June 2021) @MOH_Kenya #Africa #Kenya #Health #InfectiousDisease… 	2021-06-29 14:05:48	APO Group English	#AFRICA #MENA	106	– kenya update 28 @moh_kenya #kenya #infectiousdisease	Neutral
We look forward to welcoming you back to our world-class treatments and spa concepts at the earliest possible occas… 	2021-06-29 13:23:45	Healing Earth	South Africa	117	look forward welcoming back world-class treatments spa concepts earliest possible occas	Neutral
#Delta #COVID19 variant is surging across #Africa : WSJ The Delta Covid-19 variant is surging across Africa, the co… 	2021-06-29 12:42:32	Zeinobia got vaccinated 💉	Egypt	117	#delta variant surging across wsj delta variant surging across africa co	Neutral
"Update on the total number of #covid19 Deaths per capita reported in #African countries. 
Top 5 countries as at ye… "	2021-06-29 12:09:30	Beautify Data	Miramar, Florida	116	update total number deaths per capita reported #african countries top countries ye	Positive
"Update on the total number of #covid19 cases per capita reported in #African countries. 
Top 5 countries as at yes… "	2021-06-29 12:08:21	Beautify Data	Miramar, Florida	116	update total number cases per capita reported #african countries top countries yes	Positive
Update on the number of Active #covid19 cases in #Africa. As at yesterday, #Kenya: 54,684 active cases, and… 	2021-06-29 12:07:16	Beautify Data	Miramar, Florida	109	update number active cases yesterday #kenya 54,684 active cases	Neutral
Coronavirus - South Africa: COVID-19 Statistics in South Africa (28 June 2021) @HealthZA #Africa #SouthAfrica… 	2021-06-29 11:58:19	APO Group English	#AFRICA #MENA	111	south africa statistics south africa 28 @healthza #southafrica	Neutral
Hearing the producer whisper “Tell another lie Pinnochio” Danielle explaining about the #COVID19 ask the cameraman.… 	2021-06-29 11:29:19	Peter Malcolm	Los Angeles, CA	117	hearing producer whisper tell another lie pinnochio danielle explaining ask cameraman	Negative
National Drug Authority Approves COVIDEX For Treatment 	2021-06-29 09:25:33	Pernille Bærendtsen	Copenhagen, Denmark	55	national drug authority approves covidex treatment	Neutral
"region’s most vulnerable, while also paralyzing #investment #productivity #growth"" @KGeorgieva @IMFnews. ""In short,… "	2021-06-29 09:00:07	André Castro	Bonn, Germany	117	region vulnerable also paralyzing #productivity #growth @kgeorgieva @imfnews short	Negative
#Zambia Bars, taverns and casinos closed as the government enforces new measures to prevent further spread of… 	2021-06-29 08:58:39	Africafrique Africanews	Africa	111	#zambia bars taverns casinos closed government enforces measures prevent spread	Neutral
"#Coronavirus #Africa #DeltaVariant
COVID surges across Africa with less than 1% vaccinated
"	2021-06-28 15:44:40	Xi Hún Dàn 混蛋		91	#deltavariant surges across africa less vaccinated	Neutral
Coronavirus – Kenya: COVID-19 Update (27 June 2021) @MOH_Kenya #Africa #Kenya #Health #InfectiousDisease… 	2021-06-28 13:26:37	APO Group English	#AFRICA #MENA	106	– kenya update 27 @moh_kenya #kenya #infectiousdisease	Neutral
Scaling up active surveillance for COVID-19 and training community health workers to contain its spread @WHOEMRO… 	2021-06-28 13:03:33	APO Group English	#AFRICA #MENA	114	scaling active surveillance training community health workers contain spread @whoemro	Neutral
"Passengers from the Southern African region not allowed to enter SL from 01st July
READ MORE:… "	2021-06-28 12:23:04	Newsfirst.lk Sri Lanka	Colombo, Sri Lanka	95	passengers southern african region allowed enter sl 01st july read	Neutral
"Update on the number of new #covid19 cases and deaths reported in #Africa. 
Yesterday, there were 27,555 new cases… "	2021-06-28 11:50:48	Beautify Data	Miramar, Florida	116	update number cases deaths reported yesterday 27,555 cases	Neutral
Just In: Crossing from Kosi Bay to Ponta do Ouro – #SouthAfrica reopens passage to #Mozambique – Noticias… 	2021-06-28 11:03:45	Club of Mozambique	Maputo, Mozambique	107	crossing kosi bay ponta ouro – #southafrica reopens passage #mozambique – noticias	Neutral
"#COVID-19 #coronavirus restrictions tighten in South #Africa ... 
| #SARSCoV2 | #pandemic | #SouthAfrica |… "	2021-06-28 11:00:19	Microbes.info	Earth	108	#covid-19 restrictions tighten south #sarscov2 #southafrica	Neutral
"Start the week with some #pandemic updates
"				43	start week updates	Neutral
				0		Neutral
Coronavirus - South Africa: COVID-19 Statistics in South Africa (27 June 2021) @HealthZA #SouthAfrica #Health… 	2021-06-28 07:53:31	APO Group English	#AFRICA #MENA	111	south africa statistics south africa 27 @healthza #southafrica	Neutral
Coronavirus - Eswatini: COVID-19 daily info update (27 June 2021) @EswatiniGovern1 #Eswatini #Health #Pandemic… 	2021-06-28 07:32:33	APO Group English	#AFRICA #MENA	112	eswatini daily info update 27 @eswatinigovern1 #eswatini	Neutral
Coronavirus - Rwanda: COVID-19 update (27 June 2021) @RwandaHealth #Rwanda #Health #Pandemic #COVID19 #Testing… 	2021-06-28 06:30:04	APO Group English	#AFRICA #MENA	112	rwanda update 27 @rwandahealth #rwanda #testing	Neutral
"Are African nations doing enough to curb COVID-19?
The World Health Organization ( #WHO) is warning of a third wave… "	2021-06-28 06:28:03	hypergrowth	Singapore	117	african nations enough curb world health organization #who warning third wave	Neutral
"#WHO worries over spread of #DeltaVariant across #Africa. #Covid_19 #coronavirus
"	2021-06-27 21:29:49	Moritz zu Hause Bleiben 🇪🇺		81	#who worries spread #deltavariant across #covid_19	Negative
Africans ‘dangerously exposed’ by lack of Covid jabs, says WHO 	2021-06-27 17:29:52	Action Africa	Washington, DC	63	africans dangerously exposed lack jabs says	Negative
South #Africa reported over 19,000 new #coronavirus infections which are said to be fueled by the highly transmissi… 	2021-06-27 15:44:14	Steve Kuriigamba	Kampala, Uganda	117	south reported 19,000 infections said fueled highly transmissi	Negative
Coronavirus - Kenya: COVID-19 Update (26 June 2021) @MOH_Kenya #Africa #Kenya #Health #InfectiousDisease… 	2021-06-27 12:58:18	APO Group English	#AFRICA #MENA	106	kenya update 26 @moh_kenya #kenya #infectiousdisease	Neutral
A day in the life of Gabezech,There were many people who lost their home... 	2021-06-27 12:14:42	Zaffar	Punjab, India	76	day life gabezech many people lost home	Negative
This video sums up the pandemic &amp; people not using common sense it’s a bad ripple effect ... 👀 #GetVaccinated… 	2021-06-27 12:10:38	SavsMom	Covering the Globe	115	video sums pandemic people using common sense bad ripple effect 👀 #getvaccinated	Negative
African Development Bank 2021 Annual Meetings: Members show support for plan to tackle Covid-19 @AfDB_Group… 	2021-06-27 10:51:11	APO Group English	#AFRICA #MENA	109	african development bank annual meetings members show support plan tackle @afdb_group	Positive
"🇺🇬⚕️🦠
Child labour in Uganda: The hidden costs of Covid "				56	🇺 🇬 ⚕ ️ 🦠 child labour uganda hidden costs	Neutral
World Bank and #AfricanUnion Team Up to Support Rapid Vaccination for Up to 400 million People in Africa… 	2021-06-27 06:11:43	Action Africa	Washington, DC	106	world bank #africanunion team support rapid vaccination 400 million people africa	Positive
Supporting Science in Africa’s Pandemic Response 				49	supporting science africa pandemic response	Positive
				0		Neutral
"What is your preference? Let us know. Connect with us to know more.
Africa battles new COVID-19 wave hitting faster and harder "				127	preference let know connect know africa battles wave hitting faster harder	Positive
Africa CDC says continent not winning against 'brutal' COVID-19 pandemic 				73	africa cdc says continent winning brutal pandemic	Neutral
| #SARSCoV2 | #Infections | #Africa |… 	2021-06-26 23:00:24	Microbes.info	Earth	39	#sarscov2 #infections	Negative
Pratibha Thaker, editorial director for the #MiddleEast and #Africa @TheEIU, talks about forecasting #SaudiArabia’s… 	2021-06-26 19:10:35	Global Tactics	Seattle, WA	117	pratibha thaker editorial director #middleeast @theeiu talks forecasting #saudiarabia	Neutral
"🇺🇬⚕️🦠
Child labour in Uganda: The hidden costs of Covid "	"India """			56	🇺 🇬 ⚕ ️ 🦠 child labour uganda hidden costs	Neutral
African Development Bank 2021 Annual Meetings: Members show support for plan to tackle Covid-19 @AfDB_Group… 	2021-06-26 12:22:06	APO Group English	#AFRICA #MENA	109	african development bank annual meetings members show support plan tackle @afdb_group	Positive
Wow. It’s very true #covidnsw #covid #COVID #wuhanvirus #chinavirus started in #china #wuhan #WuhanLabLeak… 	2021-06-26 05:33:32	Taylor	Paris, France	108	wow true #covidnsw #wuhanvirus #chinavirus started #china #wuhan #wuhanlableak	Positive
The situation in #Africa, where new infections and deaths jumped by nearly 40% last week compared to the previous w… 	2021-06-26 04:08:00	The Daily Star	Bangladesh	117	situation infections deaths jumped nearly 40 last week compared previous w	Negative
"Covid-19: 'Just give us the vaccines,' WHO pleads, as poor countries go wanting 
The situation in #Africa is ""so d… "	2021-06-26 04:01:59	Shuja Ahmed Ch.	Dubai, UAE	116	give vaccines pleads poor countries go wanting situation	Negative
"Covid-19: 'Just give us the vaccines,' WHO pleads, as poor countries go wanting 
The situation in #Africa is ""so d… "	2021-06-26 03:41:59	Khaleej Times	United Arab Emirates	116	give vaccines pleads poor countries go wanting situation	Negative
Meet Mr. @soulaceafrica, who against all odds, has worked relentlessly to foster #peace in #Nigeria and beyond.… 	2021-06-25 23:00:40	IMAssociates	Tempe, AZ, USA	113	meet mr @soulaceafrica odds worked relentlessly foster #peace #nigeria beyond	Positive
"Interactive #map updated weekly to follow the spread of the #pandemic across #Africa 
"	2021-06-25 21:37:13	The Africa Report	Paris, France	86	interactive #map updated weekly follow spread across	Neutral
"Hello Everyone,
Are we seeing a repeat of the Indian COVID tragedy in Africa?
"	"Turkey"""			78	hello everyone seeing repeat indian tragedy africa	Negative
American epidemiologist: the time of the new coronavirus epidemic in the United States was earlier than the officia… 	2021-06-25 16:18:37	🇺🇳China-US News ⚑（🇨🇳 People's Think Tank News）	Grim reape.hura Forbidden Land	117	american epidemiologist time epidemic united states earlier officia	Negative
#Africa is facing a vicious #coronavirus resurgence, with unprecedented hospital admissions and fatalities pushing… 	2021-06-25 14:06:00	QantaraEN	Germany	116	facing vicious resurgence unprecedented hospital admissions fatalities pushing	Negative
"Update on the number of new #covid19 cases and deaths reported in #Africa. 
Yesterday, there were 33,699 new cases… "	2021-06-25 12:00:25	Beautify Data	Miramar, Florida	116	update number cases deaths reported yesterday 33,699 cases	Neutral
Africa is facing a vicious coronavirus resurgence, with unprecedented hospital admissions and fatalities pushing he… 	2021-06-25 12:00:00	Advocates Philippines	Makati City	117	africa facing vicious resurgence unprecedented hospital admissions fatalities pushing	Negative
Officials from the @WHO have warned that #Africa’s third wave of #coronavirus threatens to be its worst yet. Lack o… 	2021-06-25 11:15:00	A2 Global Risk		117	officials @who warned third wave threatens worst yet lack	Negative
#Africa is facing a major #coronavirus resurgence, with unprecedented hospital admissions and fatalities pushing he… 	2021-06-25 09:00:02	RFI English	Paris, France	117	facing major resurgence unprecedented hospital admissions fatalities pushing	Neutral
#Africa is facing a vicious coronavirus resurgence, with unprecedented hospital admissions and fatalities pushing h… 	2021-06-25 08:36:43	Gulf-Times	Al Hilal - C Ring Road	117	facing vicious resurgence unprecedented hospital admissions fatalities pushing h	Negative
The number of Covid-19 cases in #Africa has increased at an unprecedented pace as continent grapples amid the ongoi… 	2021-06-25 08:25:00	Business Standard	India	117	number cases increased unprecedented pace continent grapples amid ongoi	Neutral
Coronavirus – Eritrea: Announcement from the Ministry of Health (24 June 2021) @hawelti #Eritrea #Health #Pandemic… 	2021-06-25 07:16:15	APO Group English	#AFRICA #MENA	116	– eritrea announcement ministry health 24 @hawelti #eritrea	Neutral
Coronavirus - Kenya: COVID-19 update (24 June 2021) @MOH_Kenya #Kenya #Health #Pandemic #COVID19 #Testing… 	2021-06-25 07:11:38	APO Group English	#AFRICA #MENA	107	kenya update 24 @moh_kenya #kenya #testing	Neutral
#Africa is facing a vicious #coronavirus resurgence, with unprecedented hospital admissions and fatalities pushing… 	2021-06-25 06:50:39	Arab News	Saudi Arabia	116	facing vicious resurgence unprecedented hospital admissions fatalities pushing	Negative
Coronavirus - South Africa: COVID-19 Statistics in South Africa (24 June 2021) @HealthZA #SouthAfrica #Health… 	2021-06-25 06:37:08	APO Group English	#AFRICA #MENA	111	south africa statistics south africa 24 @healthza #southafrica	Neutral
Coronavirus - Eswatini: COVID-19 daily info update (24 June 2021) @EswatiniGovern1 #Eswatini #Health #Pandemic… 	2021-06-25 06:23:55	APO Group English	#AFRICA #MENA	112	eswatini daily info update 24 @eswatinigovern1 #eswatini	Neutral
Coronavirus - Rwanda: COVID-19 update (24 June 2021) @RwandaHealth #Rwanda #Health #Pandemic #COVID19 #Testing… 	2021-06-25 06:08:26	APO Group English	#AFRICA #MENA	112	rwanda update 24 @rwandahealth #rwanda #testing	Neutral
Engage with customers in real-time, and hyper-personalize customer journeys for upsell/cross sell with our digital… 	2021-06-25 05:11:40	Intense Technologies	Secunderabad, Telangana, India	116	engage customers real-time hyper-personalize customer journeys upsell cross sell digital	Neutral
MUCH Ignored #CovidCrisis 2021:#Africa Battles new #COVID19 Wave Hitting Faster &amp; Harder #CovdiEmergency2021… 	2021-06-25 00:53:25	E.H. Hau #GetVaccinated	Beautiful Vancouver, Canada	114	much ignored #covidcrisis battles wave hitting faster harder #covdiemergency2021	Positive
COVID has disrupted Africa's cotton production. Here's how soap could provide a solution 	2021-06-25 00:42:05	Supervised Feed	Web	89	disrupted africa's cotton production here's soap could provide solution	Neutral
"The #COVID19 calamity that India faced is a possible reality for #Africa. Why?
-Wave of new infections 🔄
-Not usin… "	2021-06-24 22:40:21	Global Health Strategies	NY/Delhi/Rio/Beijing/Nairobi/Joburg/London	116	calamity india faced possible reality wave infections 🔄 usin	Negative
Africa CDC says continent not winning against 'brutal' COVID-19 pandemic - @ReutersAfrica @AfricaCDC | #Africa… 	2021-06-24 22:09:55	EthiopiaOnline	United States | Ethiopia	112	africa cdc says continent winning brutal pandemic @reutersafrica @africacdc	Neutral
Africa is in danger of being left behind in the rollout of COVID-19 vaccines as countries in other regions strike b… 	2021-06-24 19:00:13	IzzSo	Trinidad & Tobago	117	africa danger left behind rollout vaccines countries regions strike b	Negative
Africa faces steepest COVID-19 surge yet @WHOAFRO #Africa #COVID19 #Health #Coronavirus #Pandemic… 	2021-06-24 16:15:14	APO Group English	#AFRICA #MENA	99	africa faces steepest surge yet @whoafro	Neutral
"As of 24 June, 44 #African countries have received #vaccines from the #Covax initiative. 
To find out more about… "	2021-06-24 13:19:02	Media Hack	South Africa	114	24 44 #african countries received #vaccines #covax initiative find	Neutral
WHO Africa COVID-19 Online Briefing @WHOAFRO #Africa #COVID19 #Coronavirus 	2021-06-24 10:00:59	APO Group English	#AFRICA #MENA	75	africa online briefing @whoafro	Neutral
Weekly Press Briefing on the #Coronavirus Disease Outbreak @AfricaCDC #Africa #Coronavirus #COVID19 	2021-06-24 09:10:45	APO Group English	#AFRICA #MENA	100	weekly press briefing disease outbreak @africacdc	Negative
Schools in #Africa can be trained to identify and manage #Covid cases. There are other opportunities to mobile reso… 	2021-06-24 04:18:55	Nyasha Africa	Washington, DC	117	schools trained identify manage cases opportunities mobile reso	Neutral
"Work related stress depends upon many factors. Connect with us to know more.
What is the #Delta variant of #COVID-19 with K417N mutation? "				138	work related stress depends upon many factors connect know #delta variant #covid-19 k417n mutation	Neutral
Top 5 countries as at ye… 	2021-06-23 18:51:30	Beautify Data	Miramar, Florida	26	top countries ye	Positive
"Update on the total number of #covid19 cases per capita reported in #African countries. 
Top 5 countries as at yes… "	2021-06-23 18:50:30	Beautify Data	Miramar, Florida	116	update total number cases per capita reported #african countries top countries yes	Positive
"Update on the total number of #covid19 cases reported in #Africa by date. 
As at yesterday, #SouthAfrica: 1,843,57… "	2021-06-23 18:44:47	Beautify Data	Miramar, Florida	116	update total number cases reported date yesterday #southafrica 1,843 57	Neutral
8D-RELAXING music nature sound audio 8D🎧 	2021-06-23 18:30:00	Music world (calm your mind)	Tamil Nadu	41	8d relaxing music nature sound audio 8d 🎧	Neutral
Despite growing evidence to the contrary, Tanzania's government continues to downplay the impact of coronavirus on… 	2021-06-23 14:52:00	HonorOurHeroes🇺🇸	USA	116	despite growing evidence contrary tanzania's government continues downplay impact	Neutral
Coronavirus - Malawi: COVID-19 Daily Info Update (22 June 2021) @health_malawi #Africa #Malawi #Health… 	2021-06-23 13:59:44	APO Group English	#AFRICA #MENA	104	malawi daily info update 22 @health_malawi #malawi	Neutral
Coronavirus – Eritrea: Announcement from the Ministry of Health (22 June 2021) @hawelti #Eritrea #Health #Pandemic… 	2021-06-23 09:45:27	APO Group English	#AFRICA #MENA	116	– eritrea announcement ministry health 22 @hawelti #eritrea	Neutral
"""The pandemic is worsening in #Africa as more-contagious coronavirus variants spread and hospitals in some places a… "	2021-06-23 08:36:31	Antonio Soriero	Roma	117	pandemic worsening more-contagious variants spread hospitals places	Negative
Coronavirus - Kenya: COVID-19 update (22 June 2021) @MOH_Kenya #Kenya #Health #Pandemic #COVID19 #Testing… 	2021-06-23 06:50:39	APO Group English	#AFRICA #MENA	107	kenya update 22 @moh_kenya #kenya #testing	Neutral
"#Rwanda 'Is Being Considered' for Covid-19 Vaccine Production Hub in #Africa 
"	2021-06-23 06:45:46	Seefinish Alt		78	#rwanda considered vaccine production hub	Neutral
Coronavirus - South Africa: COVID-19 Statistics in South Africa (22 June 2021) @HealthZA #SouthAfrica #Health… 	2021-06-23 06:39:12	APO Group English	#AFRICA #MENA	111	south africa statistics south africa 22 @healthza #southafrica	Neutral
Coronavirus - Eswatini: COVID-19 daily info update (22 June 2021) @EswatiniGovern1 #Eswatini #Health #Pandemic… 	2021-06-23 06:28:54	APO Group English	#AFRICA #MENA	112	eswatini daily info update 22 @eswatinigovern1 #eswatini	Neutral
Coronavirus - Rwanda: COVID-19 update (22 June 2021) @RwandaHealth #Rwanda #Health #Pandemic #COVID19 #Testing… 	2021-06-23 06:13:27	APO Group English	#AFRICA #MENA	112	rwanda update 22 @rwandahealth #rwanda #testing	Neutral
South African president, Cyril Ramaphosa, has welcomed the development and looks forward to a more responsible and… 	2021-06-23 05:54:42	The TrYbe Africa	Africa 🌍	116	south african president cyril ramaphosa welcomed development looks forward responsible	Neutral
Top-20 23rd June 2021 7am IST 🇮🇳. 	2021-06-23 03:07:57	Dr Ramesh Naidu Kataru	Vishakhapatnam, India	34	top 20 23rd 7am ist 🇮 🇳	Positive
#COVID19 is a fresh “nasty germ,“ for every continents and it is omnipresent; it’s swift &amp; flying wingless microorg… 	2021-06-23 01:27:44	gbussery	California, USA	121	fresh nasty germ every continents omnipresent swift flying wingless microorg	Positive
#WTO Director considering #SouthAfrica, #Senegal, #Rwanda and #Nigeria as #vaccine production hubs - #africa… 	2021-06-23 00:30:50	UhusianoCapital		110	#wto director considering #southafrica #senegal #rwanda #nigeria production hubs	Neutral
Virus Surges Across Africa, Where Under 1 Percent Are Vaccinated 	2021-06-22 22:28:59	Dr. Nano	España, Unión Europea 🇪🇺	65	virus surges across africa percent vaccinated	Negative
